total dist. compute T, avg. T per iter
3.856643, 0.964161
3.671910, 0.917978
3.753485, 0.938371
3.594952, 0.898738
4.302431, 0.860486
3.530588, 0.882647
4.326886, 0.865377
3.612748, 0.903187
4.086825, 0.817365
3.514983, 0.878746
3.428296, 0.857074
3.533623, 0.883406
3.690302, 0.922575
4.199771, 0.839954
3.476349, 0.869087
4.385471, 0.877094
4.187585, 0.837517
4.079981, 0.815996
3.453676, 0.863419
3.450213, 0.862553
3.341026, 0.835256
